DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,LU,2021,681,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,LV,2012,305,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,LV,2013,317,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,LV,2014,331,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,LV,2015,345,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,LV,2016,341,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,LV,2017,356,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,LV,2018,369,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,LV,2019,381,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,LV,2020,390,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,LV,2021,404,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,ME,2014,280,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,ME,2015,283,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,ME,2016,297,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,ME,2017,310,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,ME,2018,332,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,ME,2019,350,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,ME,2020,338,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,ME,2021,357,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MK,2012,146,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MK,2013,168,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MK,2014,180,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MK,2015,185,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MK,2016,190,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MK,2017,194,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MK,2018,200,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MK,2019,205,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MK,2020,207,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MK,2021,231,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MT,2012,591,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MT,2013,596,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MT,2014,605,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MT,2015,611,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MT,2016,615,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MT,2017,613,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MT,2018,608,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MT,2019,597,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MT,2020,597,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,MT,2021,601,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NL,2012,472,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NL,2013,471,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NL,2014,472,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NL,2015,477,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NL,2016,481,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NL,2017,487,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NL,2018,489,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NL,2019,499,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NL,2020,503,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NL,2021,502,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NO,2012,484,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NO,2013,489,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NO,2014,495,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NO,2015,501,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NO,2016,506,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NO,2017,514,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NO,2018,516,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NO,2019,522,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NO,2020,544,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,NO,2021,554,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PL,2012,492,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PL,2013,510,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PL,2014,526,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PL,2015,546,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PL,2016,571,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PL,2017,593,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PL,2018,617,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PL,2019,642,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PL,2020,664,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PL,2021,687,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PT,2012,406,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PT,2013,415,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PT,2014,453,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PT,2015,457,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PT,2016,470,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PT,2017,492,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PT,2018,514,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PT,2019,530,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PT,2020,540,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,PT,2021,544,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,RO,2012,224,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,RO,2013,235,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,RO,2014,247,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,RO,2015,261,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,RO,2016,279,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,RO,2017,307,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,RO,2018,332,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,RO,2019,357,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,RO,2020,379,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,RO,2021,400,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,RS,2020,315,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SE,2012,465,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SE,2013,466,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SE,2014,470,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SE,2015,474,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SE,2016,477,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SE,2017,479,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SE,2018,476,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SE,2019,473,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SE,2020,476,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SE,2021,477,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SI,2012,518,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SI,2013,518,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SI,2014,518,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SI,2015,523,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SI,2016,531,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SI,2017,541,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SI,2018,549,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SI,2019,556,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SI,2020,555,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SI,2021,564,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SK,2012,337,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SK,2013,347,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SK,2014,360,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SK,2015,375,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SK,2016,390,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SK,2017,408,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SK,2018,426,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SK,2019,439,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SK,2020,447,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,SK,2021,459,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,TR,2012,114,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,TR,2013,121,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,TR,2014,127,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,TR,2015,134,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,TR,2016,142,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,TR,2017,149,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,TR,2018,151,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,TR,2019,150,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,TR,2020,157,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,UK,2012,449,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,UK,2015,463,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,UK,2016,469,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,UK,2017,471,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,UK,2018,473,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,XK,2017,94,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,XK,2018,143,
ESTAT:ROAD_EQS_CARHAB$DEFAULTVIEW(1.0),30/01/23 23:00:00,A,NR,XK,2019,174,
